num_reads,coverage,n_detected,f_detected,smash_count_0,smash_count_1,smash_count_2,smash_count_3,smash_count_4
519,1.0380,22994,0.4602,22,23,20,30,37
520,1.0400,22994,0.4602,22,23,20,30,37
521,1.0420,23064,0.4616,22,23,20,30,37
522,1.0440,23079,0.4619,22,23,20,30,37
523,1.0460,23117,0.4626,22,23,20,30,37
524,1.0480,23117,0.4626,22,23,20,30,37
525,1.0500,23117,0.4626,22,23,20,30,37
526,1.0520,23187,0.4640,22,23,20,30,37
527,1.0540,23187,0.4640,22,23,20,30,37
528,1.0560,23257,0.4654,22,23,20,30,37
529,1.0580,23257,0.4654,22,23,20,30,37
530,1.0600,23269,0.4657,22,23,20,30,37
531,1.0620,23270,0.4657,22,23,20,30,37
532,1.0640,23270,0.4657,22,23,20,30,37
533,1.0660,23291,0.4661,22,23,20,30,37
534,1.0680,23346,0.4672,22,23,20,30,38
535,1.0700,23377,0.4678,22,23,20,30,38
536,1.0720,23379,0.4679,22,23,20,30,38
537,1.0740,23379,0.4679,22,23,20,30,38
538,1.0760,23379,0.4679,22,23,20,30,38
539,1.0780,23392,0.4681,22,23,20,30,38
540,1.0800,23431,0.4689,22,23,20,30,38
541,1.0820,23477,0.4698,22,23,20,30,38
542,1.0840,23503,0.4703,22,23,20,30,38
543,1.0860,23509,0.4705,22,23,20,30,38
544,1.0880,23543,0.4711,22,23,20,30,38
545,1.0900,23585,0.4720,22,23,21,30,38
546,1.0920,23615,0.4726,22,23,21,30,38
547,1.0940,23685,0.4740,22,23,21,30,38
548,1.0960,23703,0.4743,22,23,21,30,38
549,1.0980,23753,0.4753,22,23,21,30,38
550,1.1000,23753,0.4753,22,23,21,30,38
551,1.1020,23753,0.4753,22,23,21,30,38
552,1.1040,23779,0.4759,22,23,21,30,38
553,1.1060,23817,0.4766,22,23,21,30,38
554,1.1080,23839,0.4771,22,23,21,30,38
555,1.1100,23850,0.4773,22,23,21,30,38
556,1.1120,23880,0.4779,22,23,21,30,38
557,1.1140,23907,0.4784,22,23,21,30,38
558,1.1160,23952,0.4793,22,23,21,30,38
559,1.1180,23952,0.4793,22,23,21,30,38
560,1.1200,23976,0.4798,22,23,21,30,38
561,1.1220,23976,0.4798,22,23,21,30,38
562,1.1240,23984,0.4800,22,23,21,30,38
563,1.1260,24054,0.4814,22,23,21,30,39
564,1.1280,24099,0.4823,22,23,21,30,39
565,1.1300,24108,0.4824,22,23,21,30,39
566,1.1320,24172,0.4837,22,23,21,30,39
567,1.1340,24193,0.4842,22,23,21,30,39
568,1.1360,24211,0.4845,22,23,21,30,39
569,1.1380,24216,0.4846,22,23,21,30,39
570,1.1400,24228,0.4849,22,23,21,30,39
571,1.1420,24257,0.4854,22,23,21,30,39
572,1.1440,24262,0.4855,22,23,21,30,39
573,1.1460,24332,0.4869,22,23,21,30,39
574,1.1480,24349,0.4873,22,23,21,30,39
575,1.1500,24349,0.4873,22,23,21,30,39
576,1.1520,24349,0.4873,22,23,21,30,39
577,1.1540,24419,0.4887,22,23,21,30,40
578,1.1560,24419,0.4887,22,23,21,30,40
579,1.1580,24489,0.4901,22,23,21,30,40
580,1.1600,24498,0.4903,22,23,21,30,40
581,1.1620,24533,0.4910,22,23,21,30,40
582,1.1640,24565,0.4916,22,23,21,30,40
583,1.1660,24615,0.4926,22,23,22,30,40
584,1.1680,24637,0.4930,22,23,22,30,40
585,1.1700,24672,0.4937,22,23,22,31,40
586,1.1720,24742,0.4951,22,23,22,31,40
587,1.1740,24748,0.4953,22,23,22,31,40
588,1.1760,24763,0.4956,22,23,22,31,40
589,1.1780,24825,0.4968,22,23,22,31,41
590,1.1800,24868,0.4977,22,23,22,31,41
591,1.1820,24868,0.4977,22,23,22,31,41
592,1.1840,24918,0.4987,22,24,22,31,41
593,1.1860,24961,0.4995,22,24,22,31,41
594,1.1880,24961,0.4995,22,24,22,31,41
595,1.1900,24975,0.4998,22,24,22,31,41
596,1.1920,24975,0.4998,22,24,22,31,41
597,1.1940,25045,0.5012,22,24,23,31,41
598,1.1960,25073,0.5018,22,24,23,31,42
599,1.1980,25134,0.5030,22,24,23,31,42
600,1.2000,25134,0.5030,22,24,23,31,42
601,1.2020,25195,0.5042,22,24,23,31,42
602,1.2040,25229,0.5049,22,24,23,31,42
603,1.2060,25232,0.5049,22,24,23,31,42
604,1.2080,25250,0.5053,22,24,23,31,42
605,1.2100,25251,0.5053,22,24,23,31,42
606,1.2120,25321,0.5067,22,24,23,31,42
607,1.2140,25390,0.5081,22,24,23,31,42
608,1.2160,25397,0.5082,22,24,23,31,42
609,1.2180,25415,0.5086,22,24,23,31,42
610,1.2200,25415,0.5086,22,24,23,31,42
611,1.2220,25415,0.5086,22,24,23,31,42
612,1.2240,25485,0.5100,22,24,23,31,42
613,1.2260,25520,0.5107,22,24,23,31,42
614,1.2280,25539,0.5111,22,24,23,31,42
615,1.2300,25605,0.5124,22,24,23,31,42
616,1.2320,25614,0.5126,22,24,23,31,42
617,1.2340,25684,0.5140,22,24,23,31,42
618,1.2360,25736,0.5150,22,24,23,31,42
619,1.2380,25775,0.5158,22,24,23,32,42
620,1.2400,25783,0.5160,22,24,23,32,42
621,1.2420,25847,0.5173,22,24,23,32,42
622,1.2440,25867,0.5177,22,24,23,32,42
623,1.2460,25882,0.5180,22,24,23,32,42
624,1.2480,25916,0.5186,22,24,23,32,42
625,1.2500,25947,0.5193,22,24,23,33,42
626,1.2520,25953,0.5194,22,24,23,33,42
627,1.2540,26003,0.5204,22,24,23,33,42
628,1.2560,26063,0.5216,22,24,23,33,42
629,1.2580,26068,0.5217,22,24,23,33,42
630,1.2600,26074,0.5218,22,24,23,33,42
631,1.2620,26074,0.5218,22,24,23,33,42
632,1.2640,26120,0.5227,22,24,23,33,42
633,1.2660,26120,0.5227,22,24,23,33,42
634,1.2680,26137,0.5231,22,24,23,33,42
635,1.2700,26170,0.5237,22,24,23,33,42
636,1.2720,26193,0.5242,22,24,23,33,42
637,1.2740,26226,0.5248,22,24,23,33,42
638,1.2760,26296,0.5262,22,24,23,33,42
639,1.2780,26296,0.5262,22,24,23,33,42
640,1.2800,26361,0.5275,22,24,23,33,42
641,1.2820,26431,0.5289,22,24,23,33,42
642,1.2840,26500,0.5303,22,24,23,33,42
643,1.2860,26570,0.5317,22,24,24,33,42
644,1.2880,26608,0.5325,22,24,24,33,42
645,1.2900,26642,0.5332,22,24,24,33,42
646,1.2920,26642,0.5332,22,24,24,33,42
647,1.2940,26712,0.5346,22,24,24,33,42
648,1.2960,26716,0.5346,22,24,24,33,42
649,1.2980,26716,0.5346,22,24,24,33,42
650,1.3000,26729,0.5349,22,24,24,33,42
651,1.3020,26799,0.5363,22,24,24,33,42
652,1.3040,26814,0.5366,22,24,24,33,42
653,1.3060,26861,0.5375,22,24,24,33,42
654,1.3080,26866,0.5376,22,24,24,33,42
655,1.3100,26878,0.5379,22,24,24,33,42
656,1.3120,26888,0.5381,22,24,24,33,42
657,1.3140,26891,0.5381,22,24,24,33,42
658,1.3160,26936,0.5390,22,24,24,33,42
659,1.3180,27006,0.5404,22,24,24,33,42
660,1.3200,27052,0.5414,22,24,24,33,43
661,1.3220,27091,0.5421,22,24,24,33,43
662,1.3240,27091,0.5421,22,24,24,33,43
663,1.3260,27161,0.5435,22,24,24,33,43
664,1.3280,27161,0.5435,22,24,24,33,43
665,1.3300,27179,0.5439,22,24,24,33,43
666,1.3320,27236,0.5450,22,24,24,33,44
667,1.3340,27236,0.5450,22,24,24,33,44
668,1.3360,27237,0.5451,22,24,24,33,44
669,1.3380,27237,0.5451,22,24,24,33,44
670,1.3400,27270,0.5457,22,24,24,33,44
671,1.3420,27313,0.5466,22,24,24,33,44
672,1.3440,27372,0.5478,22,24,24,33,45
673,1.3460,27386,0.5480,22,24,24,33,45
674,1.3480,27386,0.5480,22,24,24,33,45
675,1.3500,27419,0.5487,22,24,24,33,45
676,1.3520,27486,0.5501,22,24,24,33,45
677,1.3540,27531,0.5510,22,24,24,33,45
678,1.3560,27550,0.5513,22,24,24,33,45
679,1.3580,27620,0.5527,22,24,24,33,45
680,1.3600,27660,0.5535,22,24,24,34,45
681,1.3620,27681,0.5540,22,24,24,34,45
682,1.3640,27681,0.5540,22,24,24,34,45
683,1.3660,27702,0.5544,22,24,24,34,45
684,1.3680,27772,0.5558,22,24,24,34,45
685,1.3700,27772,0.5558,22,24,24,34,45
686,1.3720,27838,0.5571,22,24,24,34,45
687,1.3740,27873,0.5578,22,24,24,34,45
688,1.3760,27877,0.5579,22,24,24,34,45
689,1.3780,27899,0.5583,22,24,24,34,45
690,1.3800,27903,0.5584,22,24,24,34,45
691,1.3820,27903,0.5584,22,24,24,34,45
692,1.3840,27960,0.5595,22,24,24,34,45
693,1.3860,27986,0.5601,22,24,24,34,45
694,1.3880,27998,0.5603,22,24,24,34,45
695,1.3900,28057,0.5615,22,24,24,35,45
696,1.3920,28057,0.5615,22,24,24,35,45
697,1.3940,28094,0.5622,22,24,24,35,45
698,1.3960,28150,0.5633,22,24,24,35,45
699,1.3980,28220,0.5647,22,24,24,35,45
700,1.4000,28290,0.5661,22,24,24,35,45
701,1.4020,28290,0.5661,22,24,24,35,45
702,1.4040,28319,0.5667,22,24,24,35,46
703,1.4060,28319,0.5667,22,24,24,35,46
704,1.4080,28350,0.5673,22,24,24,35,46
705,1.4100,28406,0.5685,22,24,24,35,46
706,1.4120,28441,0.5692,22,24,24,35,46
707,1.4140,28491,0.5702,22,24,24,35,46
708,1.4160,28492,0.5702,22,24,24,35,46
709,1.4180,28492,0.5702,22,24,24,35,46
710,1.4200,28512,0.5706,22,24,24,35,46
711,1.4220,28539,0.5711,22,24,24,35,46
712,1.4240,28539,0.5711,22,24,24,35,46
713,1.4260,28609,0.5725,22,24,24,35,46
714,1.4280,28664,0.5736,22,24,24,35,46
715,1.4300,28664,0.5736,22,24,24,35,46
716,1.4320,28686,0.5741,22,24,24,35,46
717,1.4340,28686,0.5741,22,24,24,35,46
718,1.4360,28728,0.5749,22,24,24,35,46
719,1.4380,28782,0.5760,22,24,24,35,46
720,1.4400,28783,0.5760,22,24,24,35,46
721,1.4420,28787,0.5761,22,24,24,35,46
722,1.4440,28787,0.5761,22,24,24,35,46
723,1.4460,28787,0.5761,22,24,24,35,46
724,1.4480,28820,0.5767,23,24,24,35,46
725,1.4500,28881,0.5780,23,24,24,35,46
726,1.4520,28888,0.5781,23,24,24,35,46
727,1.4540,28925,0.5788,23,24,24,35,46
728,1.4560,28970,0.5797,23,24,24,35,46
729,1.4580,28970,0.5797,23,24,24,35,46
730,1.4600,29030,0.5809,23,24,25,35,46
731,1.4620,29049,0.5813,23,24,25,35,46
732,1.4640,29049,0.5813,23,24,25,35,46
733,1.4660,29080,0.5819,23,24,25,35,46
734,1.4680,29080,0.5819,23,24,25,35,46
735,1.4700,29126,0.5829,23,24,25,35,46
736,1.4720,29155,0.5835,23,24,25,35,46
737,1.4740,29164,0.5836,23,24,25,35,46
738,1.4760,29192,0.5842,23,24,25,35,46
739,1.4780,29215,0.5847,23,24,25,35,46
740,1.4800,29228,0.5849,23,24,25,35,46
741,1.4820,29238,0.5851,23,24,25,35,46
742,1.4840,29238,0.5851,23,24,25,35,46
743,1.4860,29266,0.5857,23,24,25,35,46
744,1.4880,29319,0.5867,23,24,25,35,46
745,1.4900,29351,0.5874,23,24,25,35,47
746,1.4920,29356,0.5875,23,24,25,35,47
747,1.4940,29361,0.5876,23,24,25,35,47
748,1.4960,29407,0.5885,23,24,26,35,47
749,1.4980,29477,0.5899,23,24,27,35,48
750,1.5000,29477,0.5899,23,24,27,35,48
751,1.5020,29477,0.5899,23,24,27,35,48
752,1.5040,29521,0.5908,23,24,27,35,48
753,1.5060,29577,0.5919,23,25,27,35,48
754,1.5080,29597,0.5923,23,25,27,35,48
755,1.5100,29612,0.5926,23,25,27,35,48
756,1.5120,29647,0.5933,24,25,27,35,48
757,1.5140,29717,0.5947,24,25,27,35,48
758,1.5160,29721,0.5948,24,25,27,35,48
759,1.5180,29721,0.5948,24,25,27,35,48
760,1.5200,29748,0.5953,24,25,27,35,48
761,1.5220,29763,0.5956,24,25,27,35,48
762,1.5240,29796,0.5963,24,25,27,35,48
763,1.5260,29797,0.5963,24,25,27,35,48
764,1.5280,29840,0.5972,24,25,27,35,48
765,1.5300,29859,0.5975,24,25,27,35,48
766,1.5320,29929,0.5989,24,26,27,35,48
767,1.5340,29957,0.5995,24,26,27,35,48
768,1.5360,29971,0.5998,24,26,27,35,48
769,1.5380,29985,0.6001,24,26,27,35,48
770,1.5400,30012,0.6006,24,26,27,35,48
771,1.5420,30054,0.6014,24,26,28,35,48
772,1.5440,30082,0.6020,24,26,28,35,48
773,1.5460,30121,0.6028,24,26,28,35,48
774,1.5480,30150,0.6034,24,26,28,35,48
775,1.5500,30150,0.6034,24,26,28,35,48
776,1.5520,30150,0.6034,24,26,28,35,48
777,1.5540,30169,0.6037,24,26,28,35,48
778,1.5560,30182,0.6040,24,26,28,35,48
779,1.5580,30182,0.6040,24,26,28,35,48
780,1.5600,30182,0.6040,24,26,28,35,48
781,1.5620,30238,0.6051,24,26,28,35,48
782,1.5640,30284,0.6060,24,26,28,35,48
783,1.5660,30299,0.6063,24,26,28,35,48
784,1.5680,30351,0.6074,24,26,28,35,48
785,1.5700,30351,0.6074,24,26,28,35,48
786,1.5720,30351,0.6074,24,26,28,35,48
787,1.5740,30377,0.6079,24,26,28,35,48
788,1.5760,30391,0.6082,24,26,28,35,48
789,1.5780,30391,0.6082,24,26,28,35,48
790,1.5800,30423,0.6088,24,26,28,35,48
791,1.5820,30435,0.6091,24,26,28,35,48
792,1.5840,30441,0.6092,24,26,28,35,48
793,1.5860,30480,0.6100,24,26,28,35,48
794,1.5880,30493,0.6102,24,26,28,35,48
795,1.5900,30540,0.6112,24,26,28,35,48
796,1.5920,30553,0.6114,24,26,28,35,48
797,1.5940,30611,0.6126,24,26,28,35,48
798,1.5960,30611,0.6126,24,26,28,35,48
799,1.5980,30620,0.6128,24,26,28,35,48
800,1.6000,30643,0.6132,24,27,28,35,48
801,1.6020,30662,0.6136,24,27,28,35,48
802,1.6040,30662,0.6136,24,27,28,35,48
803,1.6060,30680,0.6140,24,27,28,35,48
804,1.6080,30718,0.6147,24,27,28,35,48
805,1.6100,30767,0.6157,24,27,28,35,48
806,1.6120,30820,0.6168,24,27,28,35,48
807,1.6140,30860,0.6176,24,27,28,35,48
808,1.6160,30930,0.6190,24,27,28,35,48
809,1.6180,30978,0.6199,24,27,28,35,48
810,1.6200,31017,0.6207,24,27,28,35,48
811,1.6220,31017,0.6207,24,27,28,35,48
812,1.6240,31017,0.6207,24,27,28,35,48
813,1.6260,31017,0.6207,24,27,28,35,48
814,1.6280,31017,0.6207,24,27,28,35,48
815,1.6300,31050,0.6214,24,27,28,35,48
816,1.6320,31077,0.6219,24,27,28,35,48
817,1.6340,31098,0.6223,24,27,28,35,48
818,1.6360,31098,0.6223,24,27,28,35,48
819,1.6380,31104,0.6225,24,27,28,35,48
820,1.6400,31107,0.6225,24,27,28,35,48
821,1.6420,31138,0.6231,24,27,28,35,48
822,1.6440,31180,0.6240,24,27,28,35,48
823,1.6460,31180,0.6240,24,27,28,35,48
824,1.6480,31230,0.6250,24,27,28,35,48
825,1.6500,31230,0.6250,24,27,28,35,48
826,1.6520,31230,0.6250,24,27,28,35,48
827,1.6540,31230,0.6250,24,27,28,35,48
828,1.6560,31260,0.6256,24,27,28,35,48
829,1.6580,31313,0.6266,24,27,28,35,48
830,1.6600,31357,0.6275,24,27,28,35,48
831,1.6620,31385,0.6281,25,27,28,35,48
832,1.6640,31398,0.6283,25,27,28,35,48
833,1.6660,31403,0.6284,25,27,28,35,48
834,1.6680,31420,0.6288,25,27,28,35,48
835,1.6700,31435,0.6291,25,27,28,35,48
836,1.6720,31435,0.6291,25,27,28,35,48
837,1.6740,31453,0.6294,25,27,28,35,48
838,1.6760,31475,0.6299,25,27,28,35,48
839,1.6780,31475,0.6299,25,27,28,35,48
840,1.6800,31516,0.6307,25,28,28,35,49
841,1.6820,31516,0.6307,25,28,28,35,49
842,1.6840,31548,0.6313,25,28,28,35,49
843,1.6860,31548,0.6313,25,28,28,35,49
844,1.6880,31617,0.6327,25,28,28,35,49
845,1.6900,31648,0.6333,25,28,28,35,49
846,1.6920,31648,0.6333,25,28,28,35,49
847,1.6940,31654,0.6335,25,28,28,35,49
848,1.6960,31687,0.6341,26,28,28,35,49
849,1.6980,31703,0.6344,26,28,28,35,49
850,1.7000,31708,0.6345,26,28,28,35,49
851,1.7020,31751,0.6354,26,28,28,35,49
852,1.7040,31821,0.6368,26,28,29,35,49
853,1.7060,31823,0.6368,26,28,29,35,49
854,1.7080,31893,0.6382,26,28,29,35,49
855,1.7100,31908,0.6385,26,28,29,35,49
856,1.7120,31909,0.6386,26,28,29,35,49
857,1.7140,31937,0.6391,26,28,29,35,50
858,1.7160,31937,0.6391,26,28,29,35,50
859,1.7180,31957,0.6395,26,28,29,35,50
860,1.7200,32016,0.6407,26,28,29,35,51
861,1.7220,32026,0.6409,26,28,29,35,51
862,1.7240,32067,0.6417,26,28,29,35,51
863,1.7260,32114,0.6427,26,28,29,35,51
864,1.7280,32158,0.6435,26,28,29,35,51
865,1.7300,32193,0.6442,26,28,29,35,52
866,1.7320,32193,0.6442,26,28,29,35,52
867,1.7340,32193,0.6442,26,28,29,35,52
868,1.7360,32237,0.6451,27,28,29,35,52
869,1.7380,32237,0.6451,27,28,29,35,52
870,1.7400,32245,0.6453,27,28,29,35,52
871,1.7420,32245,0.6453,27,28,29,35,52
872,1.7440,32245,0.6453,27,28,29,35,52
873,1.7460,32258,0.6455,27,28,29,35,52
874,1.7480,32284,0.6461,27,28,29,35,52
875,1.7500,32354,0.6475,27,28,29,35,52
876,1.7520,32385,0.6481,27,28,29,35,52
877,1.7540,32385,0.6481,27,28,29,35,52
878,1.7560,32385,0.6481,27,28,29,35,52
879,1.7580,32385,0.6481,27,28,29,35,52
880,1.7600,32385,0.6481,27,28,29,35,52
881,1.7620,32396,0.6483,27,28,29,35,52
882,1.7640,32423,0.6488,27,28,30,35,53
883,1.7660,32462,0.6496,27,28,30,35,53
884,1.7680,32471,0.6498,27,28,30,35,53
885,1.7700,32475,0.6499,27,28,30,35,53
886,1.7720,32545,0.6513,27,28,30,35,54
887,1.7740,32558,0.6516,27,28,30,35,54
888,1.7760,32558,0.6516,27,28,30,35,54
889,1.7780,32558,0.6516,27,28,30,35,54
890,1.7800,32589,0.6522,27,28,30,35,54
891,1.7820,32620,0.6528,27,28,30,35,54
892,1.7840,32680,0.6540,27,28,30,35,54
893,1.7860,32746,0.6553,27,28,30,36,54
894,1.7880,32756,0.6555,27,28,30,36,54
895,1.7900,32763,0.6557,27,28,30,36,54
896,1.7920,32763,0.6557,27,28,30,36,54
897,1.7940,32797,0.6563,27,28,30,36,54
898,1.7960,32797,0.6563,27,28,30,36,54
899,1.7980,32797,0.6563,27,28,30,36,54
900,1.8000,32827,0.6569,27,28,30,36,54
901,1.8020,32876,0.6579,27,28,30,36,55
902,1.8040,32914,0.6587,27,28,30,36,55
903,1.8060,32940,0.6592,27,28,30,36,55
904,1.8080,32995,0.6603,27,28,30,36,55
905,1.8100,33020,0.6608,27,28,30,36,55
906,1.8120,33047,0.6613,27,28,30,36,55
907,1.8140,33052,0.6614,27,28,30,36,55
908,1.8160,33099,0.6624,27,28,30,36,55
909,1.8180,33099,0.6624,27,28,30,36,55
910,1.8200,33105,0.6625,27,28,30,36,55
911,1.8220,33115,0.6627,27,28,30,36,55
912,1.8240,33140,0.6632,27,28,30,36,55
913,1.8260,33210,0.6646,27,28,30,36,55
914,1.8280,33248,0.6654,27,28,30,36,55
915,1.8300,33265,0.6657,27,28,30,36,55
916,1.8320,33290,0.6662,27,28,31,36,55
917,1.8340,33290,0.6662,27,28,31,36,55
918,1.8360,33304,0.6665,27,28,31,36,55
919,1.8380,33374,0.6679,27,28,31,36,55
920,1.8400,33375,0.6679,27,28,31,36,55
921,1.8420,33375,0.6679,27,28,31,36,55
922,1.8440,33377,0.6679,27,28,31,36,55
923,1.8460,33379,0.6680,27,28,31,36,55
924,1.8480,33394,0.6683,27,28,31,36,55
925,1.8500,33394,0.6683,27,28,31,36,55
926,1.8520,33402,0.6684,27,28,31,36,55
927,1.8540,33403,0.6685,27,28,31,36,55
928,1.8560,33464,0.6697,27,28,31,37,55
929,1.8580,33464,0.6697,27,28,31,37,55
930,1.8600,33464,0.6697,27,28,31,37,55
931,1.8620,33521,0.6708,27,28,31,38,55
932,1.8640,33540,0.6712,27,28,31,38,55
933,1.8660,33540,0.6712,27,28,31,38,55
934,1.8680,33610,0.6726,27,28,31,38,55
935,1.8700,33610,0.6726,27,28,31,38,55
936,1.8720,33644,0.6733,27,28,31,38,55
937,1.8740,33644,0.6733,27,28,31,38,55
938,1.8760,33644,0.6733,27,28,31,38,55
939,1.8780,33647,0.6733,27,28,31,38,55
940,1.8800,33702,0.6744,27,28,31,39,55
941,1.8820,33724,0.6749,27,28,31,39,55
942,1.8840,33724,0.6749,27,28,31,39,55
943,1.8860,33763,0.6757,27,28,31,39,55
944,1.8880,33763,0.6757,27,28,31,39,55
945,1.8900,33804,0.6765,27,28,31,39,55
946,1.8920,33826,0.6769,27,28,31,39,55
947,1.8940,33826,0.6769,27,28,31,39,55
948,1.8960,33838,0.6772,27,28,31,39,55
949,1.8980,33856,0.6775,27,28,31,39,55
950,1.9000,33881,0.6780,27,28,31,39,55
951,1.9020,33881,0.6780,27,28,31,39,55
952,1.9040,33886,0.6781,27,28,31,39,55
953,1.9060,33921,0.6788,27,28,31,39,55
954,1.9080,33936,0.6791,27,28,31,39,55
955,1.9100,33937,0.6791,27,28,31,39,55
956,1.9120,33958,0.6796,27,28,31,39,55
957,1.9140,33959,0.6796,27,28,31,39,55
958,1.9160,33959,0.6796,27,28,31,39,55
959,1.9180,33967,0.6797,27,28,31,39,55
960,1.9200,33982,0.6800,27,28,31,39,55
961,1.9220,34041,0.6812,27,28,31,40,55
962,1.9240,34066,0.6817,27,28,31,40,55
963,1.9260,34098,0.6824,27,28,31,40,55
964,1.9280,34098,0.6824,27,28,31,40,55
965,1.9300,34128,0.6830,27,28,31,40,55
966,1.9320,34130,0.6830,27,28,31,40,55
967,1.9340,34130,0.6830,27,28,31,40,55
968,1.9360,34130,0.6830,27,28,31,40,55
969,1.9380,34147,0.6834,27,28,31,40,55
970,1.9400,34147,0.6834,27,28,31,40,55
971,1.9420,34171,0.6838,27,28,31,40,55
972,1.9440,34223,0.6849,27,28,31,40,55
973,1.9460,34223,0.6849,27,28,31,40,55
974,1.9480,34223,0.6849,27,28,31,40,55
975,1.9500,34275,0.6859,27,28,31,40,55
976,1.9520,34345,0.6873,27,28,31,40,55
977,1.9540,34363,0.6877,27,28,31,40,55
978,1.9560,34413,0.6887,27,28,31,40,55
979,1.9580,34417,0.6888,27,28,31,40,55
980,1.9600,34442,0.6893,27,28,31,40,55
981,1.9620,34473,0.6899,27,28,31,40,55
982,1.9640,34479,0.6900,27,28,31,40,55
983,1.9660,34479,0.6900,27,28,31,40,55
984,1.9680,34479,0.6900,27,28,31,40,55
985,1.9700,34479,0.6900,27,28,31,40,55
986,1.9720,34518,0.6908,27,28,31,40,55
987,1.9740,34532,0.6911,27,28,31,40,55
988,1.9760,34565,0.6917,27,28,31,40,55
989,1.9780,34615,0.6927,27,28,31,40,55
990,1.9800,34633,0.6931,27,28,31,40,55
991,1.9820,34646,0.6933,27,28,31,40,55
992,1.9840,34668,0.6938,27,28,31,40,55
993,1.9860,34669,0.6938,27,28,31,40,55
994,1.9880,34723,0.6949,27,28,31,40,55
995,1.9900,34723,0.6949,27,28,31,40,55
996,1.9920,34723,0.6949,27,28,31,40,55
997,1.9940,34768,0.6958,27,28,32,40,55
998,1.9960,34836,0.6971,28,28,32,40,55
999,1.9980,34860,0.6976,28,28,32,40,55
1000,2.0000,34911,0.6986,28,28,33,40,55
1001,2.0020,34917,0.6988,28,28,33,40,55
1002,2.0040,34939,0.6992,28,28,33,40,55
1003,2.0060,34946,0.6993,28,28,33,40,55
1004,2.0080,34997,0.7004,28,28,34,40,55
1005,2.0100,35030,0.7010,28,28,34,40,55
1006,2.0120,35030,0.7010,28,28,34,40,55
1007,2.0140,35090,0.7022,28,28,34,40,55
1008,2.0160,35108,0.7026,28,28,34,40,55
1009,2.0180,35111,0.7026,28,28,34,40,55
1010,2.0200,35127,0.7030,28,28,34,40,55
1011,2.0220,35195,0.7043,28,28,34,40,55
1012,2.0240,35195,0.7043,28,28,34,40,55
1013,2.0260,35203,0.7045,28,28,34,40,55
